Amount,Class,Category_id,Category,Customer_id,Tran_id,Contact_no,Email_id,Anomaly
1447.71,0,1,Platinum,Cust_3781,Abcd3781,3384910247,cust3781@gmail.com,1
1455.37,0,1,Platinum,Cust_4135,Abcd4135,1962260367,cust4135@gmail.com,1
1176.22,0,1,Platinum,Cust_4394,Abcd4394,5532240754,cust4394@gmail.com,1
1650.0,0,1,Platinum,Cust_4728,Abcd4728,3013303180,cust4728@gmail.com,1
1000.0,0,1,Platinum,Cust_4933,Abcd4933,5991584293,cust4933@gmail.com,1
1769.69,0,1,Platinum,Cust_5059,Abcd5059,9446070800,cust5059@gmail.com,1
1129.1,0,1,Platinum,Cust_5295,Abcd5295,1240081188,cust5295@gmail.com,1
820.0,0,1,Platinum,Cust_5323,Abcd5323,8879614756,cust5323@gmail.com,1
1169.47,0,1,Platinum,Cust_5613,Abcd5613,6378166836,cust5613@gmail.com,1
1461.84,0,1,Platinum,Cust_5640,Abcd5640,6666637214,cust5640@gmail.com,1
841.96,0,1,Platinum,Cust_5646,Abcd5646,9355203792,cust5646@gmail.com,1
1326.0,0,1,Platinum,Cust_5662,Abcd5662,3184598039,cust5662@gmail.com,1
1620.53,0,1,Platinum,Cust_5705,Abcd5705,4933039275,cust5705@gmail.com,1
938.0,0,1,Platinum,Cust_5714,Abcd5714,7835755591,cust5714@gmail.com,1
938.0,0,1,Platinum,Cust_5738,Abcd5738,3717898470,cust5738@gmail.com,1
1183.16,0,1,Platinum,Cust_5938,Abcd5938,2646405825,cust5938@gmail.com,1
1169.47,0,1,Platinum,Cust_5975,Abcd5975,7923029989,cust5975@gmail.com,1
897.28,0,1,Platinum,Cust_6098,Abcd6098,2184085954,cust6098@gmail.com,1
1114.02,0,1,Platinum,Cust_6331,Abcd6331,3093083304,cust6331@gmail.com,1
834.15,0,1,Platinum,Cust_6716,Abcd6716,6492402497,cust6716@gmail.com,1
4002.88,0,1,Platinum,Cust_6784,Abcd6784,6543719705,cust6784@gmail.com,1
845.73,0,1,Platinum,Cust_6813,Abcd6813,2876824421,cust6813@gmail.com,1
855.15,0,1,Platinum,Cust_6936,Abcd6936,4227474169,cust6936@gmail.com,1
1034.35,0,1,Platinum,Cust_6963,Abcd6963,2262420590,cust6963@gmail.com,1
1809.68,1,1,Platinum,Cust_6972,Abcd6972,7624212966,cust6972@gmail.com,1
1055.0,0,1,Platinum,Cust_6983,Abcd6983,5523447725,cust6983@gmail.com,1
919.17,0,1,Platinum,Cust_6997,Abcd6997,1787402119,cust6997@gmail.com,1
1946.35,0,1,Platinum,Cust_7244,Abcd7244,7477937910,cust7244@gmail.com,1
1895.88,0,1,Platinum,Cust_7470,Abcd7470,2636491010,cust7470@gmail.com,1
1895.88,0,1,Platinum,Cust_7486,Abcd7486,5077366635,cust7486@gmail.com,1
950.82,0,1,Platinum,Cust_7528,Abcd7528,3678240576,cust7528@gmail.com,1
2746.34,0,1,Platinum,Cust_7601,Abcd7601,6565434844,cust7601@gmail.com,1
3995.92,0,1,Platinum,Cust_7618,Abcd7618,4744282292,cust7618@gmail.com,1
1228.99,0,1,Platinum,Cust_7763,Abcd7763,7994922084,cust7763@gmail.com,1
1408.29,0,1,Platinum,Cust_7779,Abcd7779,6905805891,cust7779@gmail.com,1
958.47,0,1,Platinum,Cust_8165,Abcd8165,1865953618,cust8165@gmail.com,1
1903.26,0,1,Platinum,Cust_8399,Abcd8399,6276207385,cust8399@gmail.com,1
984.0,0,1,Platinum,Cust_8421,Abcd8421,7897686248,cust8421@gmail.com,1
1744.08,0,1,Platinum,Cust_8473,Abcd8473,6167516262,cust8473@gmail.com,1
1140.0,0,1,Platinum,Cust_8872,Abcd8872,4936302787,cust8872@gmail.com,1
816.9,0,1,Platinum,Cust_8873,Abcd8873,8092312770,cust8873@gmail.com,1
936.0,0,1,Platinum,Cust_8960,Abcd8960,9078622473,cust8960@gmail.com,1
948.59,0,1,Platinum,Cust_9120,Abcd9120,7912467461,cust9120@gmail.com,1
1008.99,0,1,Platinum,Cust_9153,Abcd9153,6405648224,cust9153@gmail.com,1
946.05,0,1,Platinum,Cust_9276,Abcd9276,5975114267,cust9276@gmail.com,1
1062.72,0,1,Platinum,Cust_9566,Abcd9566,1177924664,cust9566@gmail.com,1
2126.13,0,1,Platinum,Cust_9602,Abcd9602,8157114035,cust9602@gmail.com,1
1410.02,0,1,Platinum,Cust_9908,Abcd9908,7408296942,cust9908@gmail.com,1
826.53,0,1,Platinum,Cust_9916,Abcd9916,3327631974,cust9916@gmail.com,1
884.0,0,1,Platinum,Cust_9951,Abcd9951,3885875081,cust9951@gmail.com,1
877.77,0,1,Platinum,Cust_10178,Abcd10178,7150684127,cust10178@gmail.com,1
838.36,0,1,Platinum,Cust_10269,Abcd10269,3312177038,cust10269@gmail.com,1
867.76,0,1,Platinum,Cust_10492,Abcd10492,9410253179,cust10492@gmail.com,1
801.82,0,1,Platinum,Cust_10544,Abcd10544,3107365438,cust10544@gmail.com,1
1264.35,0,1,Platinum,Cust_10645,Abcd10645,4861619912,cust10645@gmail.com,1
1218.89,1,1,Platinum,Cust_10691,Abcd10691,7637780126,cust10691@gmail.com,1
1209.52,0,1,Platinum,Cust_10743,Abcd10743,5244053832,cust10743@gmail.com,1
833.02,0,1,Platinum,Cust_10890,Abcd10890,2996458376,cust10890@gmail.com,1
883.54,0,1,Platinum,Cust_10957,Abcd10957,7420225329,cust10957@gmail.com,1
860.6,0,1,Platinum,Cust_11017,Abcd11017,5425288911,cust11017@gmail.com,1
1326.33,0,1,Platinum,Cust_11040,Abcd11040,4919065154,cust11040@gmail.com,1
1912.89,0,1,Platinum,Cust_11219,Abcd11219,4715224669,cust11219@gmail.com,1
1912.89,0,1,Platinum,Cust_11223,Abcd11223,2056476295,cust11223@gmail.com,1
1002.0,0,1,Platinum,Cust_11259,Abcd11259,6302174931,cust11259@gmail.com,1
825.0,0,1,Platinum,Cust_11721,Abcd11721,1075021058,cust11721@gmail.com,1
1000.0,0,1,Platinum,Cust_12257,Abcd12257,3675275812,cust12257@gmail.com,1
1002.0,0,1,Platinum,Cust_12294,Abcd12294,8943174551,cust12294@gmail.com,1
812.93,0,1,Platinum,Cust_12501,Abcd12501,3944372292,cust12501@gmail.com,1
1284.64,0,1,Platinum,Cust_12548,Abcd12548,4100411874,cust12548@gmail.com,1
954.62,0,1,Platinum,Cust_12665,Abcd12665,8167399491,cust12665@gmail.com,1
1230.49,0,1,Platinum,Cust_12683,Abcd12683,5282578509,cust12683@gmail.com,1
875.92,0,1,Platinum,Cust_12691,Abcd12691,9138741270,cust12691@gmail.com,1
1350.0,0,1,Platinum,Cust_12736,Abcd12736,7618613127,cust12736@gmail.com,1
815.48,0,1,Platinum,Cust_12752,Abcd12752,8805703563,cust12752@gmail.com,1
1555.23,0,1,Platinum,Cust_12879,Abcd12879,3863961345,cust12879@gmail.com,1
896.6,0,1,Platinum,Cust_12909,Abcd12909,6171051243,cust12909@gmail.com,1
1123.16,0,1,Platinum,Cust_12933,Abcd12933,8552041850,cust12933@gmail.com,1
1490.22,0,1,Platinum,Cust_12983,Abcd12983,3020732852,cust12983@gmail.com,1
1670.28,0,1,Platinum,Cust_13138,Abcd13138,7455151180,cust13138@gmail.com,1
836.39,0,1,Platinum,Cust_13176,Abcd13176,9149599251,cust13176@gmail.com,1
935.57,0,1,Platinum,Cust_13187,Abcd13187,6724605492,cust13187@gmail.com,1
991.95,0,1,Platinum,Cust_13197,Abcd13197,8413197769,cust13197@gmail.com,1
1133.14,0,1,Platinum,Cust_13200,Abcd13200,1061596160,cust13200@gmail.com,1
888.52,0,1,Platinum,Cust_13217,Abcd13217,1663181572,cust13217@gmail.com,1
1576.44,0,1,Platinum,Cust_13250,Abcd13250,9407044483,cust13250@gmail.com,1
1638.04,0,1,Platinum,Cust_13271,Abcd13271,8722738972,cust13271@gmail.com,1
838.7,0,1,Platinum,Cust_13293,Abcd13293,5119624046,cust13293@gmail.com,1
1262.93,0,1,Platinum,Cust_13312,Abcd13312,8289157193,cust13312@gmail.com,1
1678.88,0,1,Platinum,Cust_13380,Abcd13380,8659832107,cust13380@gmail.com,1
1227.14,0,1,Platinum,Cust_13386,Abcd13386,4676685198,cust13386@gmail.com,1
952.7,0,1,Platinum,Cust_13501,Abcd13501,8669545968,cust13501@gmail.com,1
1617.12,0,1,Platinum,Cust_13851,Abcd13851,3924481174,cust13851@gmail.com,1
1986.92,0,1,Platinum,Cust_13937,Abcd13937,5277997231,cust13937@gmail.com,1
1158.0,0,1,Platinum,Cust_13995,Abcd13995,9905176897,cust13995@gmail.com,1
817.73,0,1,Platinum,Cust_14348,Abcd14348,6257574165,cust14348@gmail.com,1
961.42,0,1,Platinum,Cust_14401,Abcd14401,3167590307,cust14401@gmail.com,1
969.34,0,1,Platinum,Cust_14409,Abcd14409,6538265946,cust14409@gmail.com,1
2034.86,0,1,Platinum,Cust_14410,Abcd14410,6474671375,cust14410@gmail.com,1
1512.52,0,1,Platinum,Cust_14553,Abcd14553,1456472421,cust14553@gmail.com,1
1939.84,0,1,Platinum,Cust_14623,Abcd14623,1943894524,cust14623@gmail.com,1
832.27,0,1,Platinum,Cust_14713,Abcd14713,5608363949,cust14713@gmail.com,1
865.49,0,1,Platinum,Cust_14735,Abcd14735,6918230085,cust14735@gmail.com,1
1721.69,0,1,Platinum,Cust_14763,Abcd14763,9429469438,cust14763@gmail.com,1
1029.64,0,1,Platinum,Cust_14793,Abcd14793,6090294457,cust14793@gmail.com,1
978.83,0,1,Platinum,Cust_14927,Abcd14927,2673308027,cust14927@gmail.com,1
956.97,0,1,Platinum,Cust_14965,Abcd14965,9581666732,cust14965@gmail.com,1
816.62,0,1,Platinum,Cust_15068,Abcd15068,3066319425,cust15068@gmail.com,1
1937.66,0,1,Platinum,Cust_15137,Abcd15137,4943367466,cust15137@gmail.com,1
1746.8,0,1,Platinum,Cust_15280,Abcd15280,6411570721,cust15280@gmail.com,1
2520.0,0,1,Platinum,Cust_15365,Abcd15365,4804420916,cust15365@gmail.com,1
827.13,0,1,Platinum,Cust_15381,Abcd15381,7560584086,cust15381@gmail.com,1
1523.15,0,1,Platinum,Cust_15383,Abcd15383,4648200114,cust15383@gmail.com,1
843.4,0,1,Platinum,Cust_15461,Abcd15461,2214493073,cust15461@gmail.com,1
978.61,0,1,Platinum,Cust_15483,Abcd15483,4575460042,cust15483@gmail.com,1
1746.8,0,1,Platinum,Cust_15491,Abcd15491,8274830396,cust15491@gmail.com,1
1494.8,0,1,Platinum,Cust_15502,Abcd15502,4638231273,cust15502@gmail.com,1
1164.0,0,1,Platinum,Cust_15503,Abcd15503,4808377659,cust15503@gmail.com,1
908.6,0,1,Platinum,Cust_15520,Abcd15520,2536829217,cust15520@gmail.com,1
2217.18,0,1,Platinum,Cust_15556,Abcd15556,3909594834,cust15556@gmail.com,1
976.0,0,1,Platinum,Cust_15578,Abcd15578,5440906961,cust15578@gmail.com,1
871.62,0,1,Platinum,Cust_15582,Abcd15582,7316380692,cust15582@gmail.com,1
807.91,0,1,Platinum,Cust_15684,Abcd15684,7262732066,cust15684@gmail.com,1
1043.0,0,1,Platinum,Cust_15700,Abcd15700,6412778027,cust15700@gmail.com,1
4000.0,0,1,Platinum,Cust_15715,Abcd15715,4358911461,cust15715@gmail.com,1
1499.0,0,1,Platinum,Cust_15730,Abcd15730,5601528722,cust15730@gmail.com,1
1174.85,0,1,Platinum,Cust_15794,Abcd15794,8828108139,cust15794@gmail.com,1
6130.21,0,1,Platinum,Cust_15836,Abcd15836,1248278430,cust15836@gmail.com,1
1602.36,0,1,Platinum,Cust_15889,Abcd15889,2236608946,cust15889@gmail.com,1
838.17,0,1,Platinum,Cust_15910,Abcd15910,4011760349,cust15910@gmail.com,1
1828.5,0,1,Platinum,Cust_15969,Abcd15969,2365604620,cust15969@gmail.com,1
1691.44,0,1,Platinum,Cust_16037,Abcd16037,9230668361,cust16037@gmail.com,1
1228.82,0,1,Platinum,Cust_16402,Abcd16402,4745624739,cust16402@gmail.com,1
1257.49,0,1,Platinum,Cust_16418,Abcd16418,2916034568,cust16418@gmail.com,1
1269.04,0,1,Platinum,Cust_16555,Abcd16555,6011311602,cust16555@gmail.com,1
1657.54,0,1,Platinum,Cust_16556,Abcd16556,1185902461,cust16556@gmail.com,1
1974.0,0,1,Platinum,Cust_16567,Abcd16567,4763833387,cust16567@gmail.com,1
1398.28,0,1,Platinum,Cust_16979,Abcd16979,2565869996,cust16979@gmail.com,1
1576.15,0,1,Platinum,Cust_17049,Abcd17049,5360110909,cust17049@gmail.com,1
1223.14,0,1,Platinum,Cust_17090,Abcd17090,1669373326,cust17090@gmail.com,1
898.86,0,1,Platinum,Cust_17280,Abcd17280,1407123100,cust17280@gmail.com,1
1841.18,0,1,Platinum,Cust_17317,Abcd17317,9409569537,cust17317@gmail.com,1
825.53,0,1,Platinum,Cust_17386,Abcd17386,6654141264,cust17386@gmail.com,1
835.0,0,1,Platinum,Cust_17389,Abcd17389,2963896533,cust17389@gmail.com,1
2763.25,0,1,Platinum,Cust_17455,Abcd17455,9986275114,cust17455@gmail.com,1
1712.31,0,1,Platinum,Cust_17495,Abcd17495,8343434257,cust17495@gmail.com,1
1061.44,0,1,Platinum,Cust_17508,Abcd17508,7356115809,cust17508@gmail.com,1
1864.92,0,1,Platinum,Cust_17600,Abcd17600,6051787825,cust17600@gmail.com,1
1118.0,0,1,Platinum,Cust_17753,Abcd17753,6203111176,cust17753@gmail.com,1
985.08,0,1,Platinum,Cust_17780,Abcd17780,1473630837,cust17780@gmail.com,1
1679.35,0,1,Platinum,Cust_17805,Abcd17805,9709579055,cust17805@gmail.com,1
1212.68,0,1,Platinum,Cust_17829,Abcd17829,5635429675,cust17829@gmail.com,1
1030.1,0,1,Platinum,Cust_17836,Abcd17836,3581281421,cust17836@gmail.com,1
1722.52,0,1,Platinum,Cust_17886,Abcd17886,9318811455,cust17886@gmail.com,1
886.0,0,1,Platinum,Cust_17939,Abcd17939,1141909028,cust17939@gmail.com,1
844.06,0,1,Platinum,Cust_18064,Abcd18064,5075498626,cust18064@gmail.com,1
1039.31,0,1,Platinum,Cust_18065,Abcd18065,9326118018,cust18065@gmail.com,1
841.38,0,1,Platinum,Cust_18091,Abcd18091,7261882122,cust18091@gmail.com,1
3588.64,0,1,Platinum,Cust_18281,Abcd18281,9505043547,cust18281@gmail.com,1
900.0,0,1,Platinum,Cust_18375,Abcd18375,3548371287,cust18375@gmail.com,1
3405.06,0,1,Platinum,Cust_18429,Abcd18429,9837013655,cust18429@gmail.com,1
2319.97,0,1,Platinum,Cust_18472,Abcd18472,9532018626,cust18472@gmail.com,1
2084.94,0,1,Platinum,Cust_18547,Abcd18547,9247007720,cust18547@gmail.com,1
2718.84,0,1,Platinum,Cust_18553,Abcd18553,9519708031,cust18553@gmail.com,1
5239.5,0,1,Platinum,Cust_18571,Abcd18571,7754448554,cust18571@gmail.com,1
1187.92,0,1,Platinum,Cust_18605,Abcd18605,2744627927,cust18605@gmail.com,1
1342.96,0,1,Platinum,Cust_18629,Abcd18629,9353880177,cust18629@gmail.com,1
1469.38,0,1,Platinum,Cust_18645,Abcd18645,7476214413,cust18645@gmail.com,1
2766.4,0,1,Platinum,Cust_18654,Abcd18654,5855885154,cust18654@gmail.com,1
1250.0,0,1,Platinum,Cust_18664,Abcd18664,5307396013,cust18664@gmail.com,1
2409.32,0,1,Platinum,Cust_18739,Abcd18739,7279223837,cust18739@gmail.com,1
1826.59,0,1,Platinum,Cust_19040,Abcd19040,1855574039,cust19040@gmail.com,1
1372.0,0,1,Platinum,Cust_19060,Abcd19060,9896328839,cust19060@gmail.com,1
2044.02,0,1,Platinum,Cust_19128,Abcd19128,9345109681,cust19128@gmail.com,1
1158.72,0,1,Platinum,Cust_19141,Abcd19141,8359970809,cust19141@gmail.com,1
3382.0,0,1,Platinum,Cust_19387,Abcd19387,5933736162,cust19387@gmail.com,1
1294.72,0,1,Platinum,Cust_19477,Abcd19477,3162538894,cust19477@gmail.com,1
811.88,0,1,Platinum,Cust_19563,Abcd19563,6006643741,cust19563@gmail.com,1
1000.0,0,1,Platinum,Cust_19580,Abcd19580,1407915481,cust19580@gmail.com,1
7879.42,0,1,Platinum,Cust_19761,Abcd19761,9241941899,cust19761@gmail.com,1
2715.65,0,1,Platinum,Cust_19921,Abcd19921,2483905531,cust19921@gmail.com,1
954.64,0,1,Platinum,Cust_19963,Abcd19963,1707611694,cust19963@gmail.com,1
1200.0,0,1,Platinum,Cust_19996,Abcd19996,6985453151,cust19996@gmail.com,1
1623.38,0,1,Platinum,Cust_20057,Abcd20057,8937574560,cust20057@gmail.com,1
1110.56,0,1,Platinum,Cust_20079,Abcd20079,2365572839,cust20079@gmail.com,1
1210.95,0,1,Platinum,Cust_20185,Abcd20185,2467378278,cust20185@gmail.com,1
870.0,0,1,Platinum,Cust_20261,Abcd20261,8405954784,cust20261@gmail.com,1
804.6,0,1,Platinum,Cust_20354,Abcd20354,7057493275,cust20354@gmail.com,1
859.0,0,1,Platinum,Cust_20368,Abcd20368,4228527755,cust20368@gmail.com,1
850.0,0,1,Platinum,Cust_20404,Abcd20404,4629825876,cust20404@gmail.com,1
1558.26,0,1,Platinum,Cust_20555,Abcd20555,8315783879,cust20555@gmail.com,1
1002.34,0,1,Platinum,Cust_20614,Abcd20614,3639292193,cust20614@gmail.com,1
812.92,0,1,Platinum,Cust_20615,Abcd20615,5686014255,cust20615@gmail.com,1
946.61,0,1,Platinum,Cust_20641,Abcd20641,9748170362,cust20641@gmail.com,1
899.12,0,1,Platinum,Cust_20738,Abcd20738,2613393763,cust20738@gmail.com,1
2849.44,0,1,Platinum,Cust_20947,Abcd20947,2896147139,cust20947@gmail.com,1
1208.0,0,1,Platinum,Cust_20971,Abcd20971,2713102761,cust20971@gmail.com,1
1252.2,0,1,Platinum,Cust_21087,Abcd21087,5808847514,cust21087@gmail.com,1
819.24,0,1,Platinum,Cust_21165,Abcd21165,7917665934,cust21165@gmail.com,1
876.02,0,1,Platinum,Cust_21170,Abcd21170,9484018188,cust21170@gmail.com,1
1166.92,0,1,Platinum,Cust_21213,Abcd21213,9811664570,cust21213@gmail.com,1
2312.26,0,1,Platinum,Cust_21441,Abcd21441,9464833646,cust21441@gmail.com,1
1355.63,0,1,Platinum,Cust_21495,Abcd21495,8797136604,cust21495@gmail.com,1
1271.0,0,1,Platinum,Cust_21530,Abcd21530,1350732086,cust21530@gmail.com,1
3463.6,0,1,Platinum,Cust_21587,Abcd21587,6266816803,cust21587@gmail.com,1
924.0,0,1,Platinum,Cust_21656,Abcd21656,2023289508,cust21656@gmail.com,1
1393.1,0,1,Platinum,Cust_21762,Abcd21762,5067809501,cust21762@gmail.com,1
828.0,0,1,Platinum,Cust_21785,Abcd21785,4525781169,cust21785@gmail.com,1
1170.0,0,1,Platinum,Cust_21935,Abcd21935,7623972849,cust21935@gmail.com,1
1000.0,0,1,Platinum,Cust_21984,Abcd21984,8458561353,cust21984@gmail.com,1
1619.1,0,1,Platinum,Cust_22018,Abcd22018,7118233983,cust22018@gmail.com,1
2754.0,0,1,Platinum,Cust_22113,Abcd22113,2275090360,cust22113@gmail.com,1
1029.75,0,1,Platinum,Cust_22212,Abcd22212,5464838458,cust22212@gmail.com,1
1894.25,0,1,Platinum,Cust_22322,Abcd22322,5233286573,cust22322@gmail.com,1
933.0,0,1,Platinum,Cust_22422,Abcd22422,1029146851,cust22422@gmail.com,1
1198.0,0,1,Platinum,Cust_22430,Abcd22430,1215665863,cust22430@gmail.com,1
2663.07,0,1,Platinum,Cust_22440,Abcd22440,9757738966,cust22440@gmail.com,1
1274.0,0,1,Platinum,Cust_22509,Abcd22509,7117241963,cust22509@gmail.com,1
1028.0,0,1,Platinum,Cust_22550,Abcd22550,4631479725,cust22550@gmail.com,1
3889.0,0,1,Platinum,Cust_22637,Abcd22637,3667714213,cust22637@gmail.com,1
970.26,0,1,Platinum,Cust_22643,Abcd22643,8135180580,cust22643@gmail.com,1
1631.61,0,1,Platinum,Cust_22649,Abcd22649,9256354024,cust22649@gmail.com,1
1102.8,0,1,Platinum,Cust_22668,Abcd22668,3544842635,cust22668@gmail.com,1
999.88,0,1,Platinum,Cust_22735,Abcd22735,1518752474,cust22735@gmail.com,1
1149.0,0,1,Platinum,Cust_22816,Abcd22816,9935031874,cust22816@gmail.com,1
867.6,0,1,Platinum,Cust_22944,Abcd22944,6842580694,cust22944@gmail.com,1
2602.7,0,1,Platinum,Cust_23089,Abcd23089,6045751866,cust23089@gmail.com,1
7429.15,0,1,Platinum,Cust_23129,Abcd23129,7198725987,cust23129@gmail.com,1
2000.0,0,1,Platinum,Cust_23158,Abcd23158,4182099913,cust23158@gmail.com,1
898.0,0,1,Platinum,Cust_23192,Abcd23192,3246204428,cust23192@gmail.com,1
1481.74,0,1,Platinum,Cust_23289,Abcd23289,1697513151,cust23289@gmail.com,1
822.16,0,1,Platinum,Cust_23366,Abcd23366,5232437366,cust23366@gmail.com,1
990.0,0,1,Platinum,Cust_23417,Abcd23417,7311756402,cust23417@gmail.com,1
846.34,0,1,Platinum,Cust_23577,Abcd23577,9893828611,cust23577@gmail.com,1
1456.08,0,1,Platinum,Cust_23615,Abcd23615,3964332099,cust23615@gmail.com,1
955.02,0,1,Platinum,Cust_23633,Abcd23633,7536968579,cust23633@gmail.com,1
864.83,0,1,Platinum,Cust_23691,Abcd23691,7452329561,cust23691@gmail.com,1
1200.0,0,1,Platinum,Cust_23715,Abcd23715,4360813294,cust23715@gmail.com,1
1406.63,0,1,Platinum,Cust_23782,Abcd23782,3289162939,cust23782@gmail.com,1
3610.0,0,1,Platinum,Cust_23853,Abcd23853,2136874805,cust23853@gmail.com,1
1569.44,0,1,Platinum,Cust_23922,Abcd23922,7645869513,cust23922@gmail.com,1
4907.01,0,1,Platinum,Cust_23932,Abcd23932,4864490453,cust23932@gmail.com,1
1092.9,0,1,Platinum,Cust_23977,Abcd23977,2839429589,cust23977@gmail.com,1
829.0,0,1,Platinum,Cust_23980,Abcd23980,2370434325,cust23980@gmail.com,1
2257.08,0,1,Platinum,Cust_24014,Abcd24014,9988631482,cust24014@gmail.com,1
1517.49,0,1,Platinum,Cust_24177,Abcd24177,1401212886,cust24177@gmail.com,1
909.18,0,1,Platinum,Cust_24188,Abcd24188,3406295885,cust24188@gmail.com,1
1682.36,0,1,Platinum,Cust_24257,Abcd24257,8450051509,cust24257@gmail.com,1
2163.25,0,1,Platinum,Cust_24338,Abcd24338,3863055006,cust24338@gmail.com,1
1719.03,0,1,Platinum,Cust_24393,Abcd24393,6870024983,cust24393@gmail.com,1
907.75,0,1,Platinum,Cust_24482,Abcd24482,4484334466,cust24482@gmail.com,1
4313.82,0,1,Platinum,Cust_24617,Abcd24617,9427173331,cust24617@gmail.com,1
4313.82,0,1,Platinum,Cust_24634,Abcd24634,7389756487,cust24634@gmail.com,1
1318.0,0,1,Platinum,Cust_24660,Abcd24660,3374553223,cust24660@gmail.com,1
849.64,0,1,Platinum,Cust_24866,Abcd24866,6569290498,cust24866@gmail.com,1
937.75,0,1,Platinum,Cust_24873,Abcd24873,8700010445,cust24873@gmail.com,1
1450.16,0,1,Platinum,Cust_24899,Abcd24899,2769032817,cust24899@gmail.com,1
1948.68,0,1,Platinum,Cust_24929,Abcd24929,7897063429,cust24929@gmail.com,1
1263.04,0,1,Platinum,Cust_24956,Abcd24956,6458945025,cust24956@gmail.com,1
1332.78,0,1,Platinum,Cust_24981,Abcd24981,5066726497,cust24981@gmail.com,1
1167.96,0,1,Platinum,Cust_25276,Abcd25276,7948659939,cust25276@gmail.com,1
1000.14,0,1,Platinum,Cust_25310,Abcd25310,9793120091,cust25310@gmail.com,1
1154.02,0,1,Platinum,Cust_25311,Abcd25311,8494681238,cust25311@gmail.com,1
907.5,0,1,Platinum,Cust_25325,Abcd25325,1710044231,cust25325@gmail.com,1
1989.68,0,1,Platinum,Cust_25360,Abcd25360,1636148536,cust25360@gmail.com,1
1448.46,0,1,Platinum,Cust_25365,Abcd25365,6927441396,cust25365@gmail.com,1
1780.47,0,1,Platinum,Cust_25413,Abcd25413,8878037752,cust25413@gmail.com,1
1192.42,0,1,Platinum,Cust_25542,Abcd25542,8719619531,cust25542@gmail.com,1
2831.4,0,1,Platinum,Cust_25613,Abcd25613,5058297134,cust25613@gmail.com,1
4103.75,0,1,Platinum,Cust_25615,Abcd25615,2228214074,cust25615@gmail.com,1
3106.41,0,1,Platinum,Cust_25683,Abcd25683,3299364505,cust25683@gmail.com,1
1242.35,0,1,Platinum,Cust_25785,Abcd25785,7366055899,cust25785@gmail.com,1
1474.44,0,1,Platinum,Cust_25881,Abcd25881,3603055902,cust25881@gmail.com,1
